ぷりこっ,はっきり,うだから,よろしく,わなかっ,しっかり,くりぼん,ことがた,ことすら,すること,しなかっ,たっぷり,からこそ,ひそめた,しながら
1,2,1,2,4,1,1,1,2,3,4,1,2,1,2
