がーでん,りんくさ,がくしゃり,りんでん,からがぶ,からぷる,するがぶ,からごろ,にたじろ,ばらくす,こそうと,かっぷる,からがら,つけてか,ふーふん,ぐつもり,がらいそ,どかすい,ばたつか,もりすら,しゅったら,よろめき,うとしな,しくぺろ,むずがり,はっきり,うとする,よろしく,もそこそ,おどくり,とこちら,はっぴー,わなかっ,しっかり,じとしな,せかけら,がたしな,わんぴー,ざわめき,くんなよ,ぶつかっ,りんくる,からかす,もそうだ,へとくだ,ぐりまじ,たらしな,いらしく,がらほく,がんばったん,はたちま,ごーぐる,かったら,ちちちか,からする,がたくさ,するくら,しなかっ,うずめた,たっぷり,じくする,かりのそ,いそうだ,へとりん,だらしな,がつもり,かってく,でかうん,からかん,げたかっ,くささや,かすとぼ,こんなみ,ちらつか,からこそ,しなめら,わないら,よればし,ちらへと,ひしめき,かってか,てかぶり,にたがり,いらする,ひそめた,ことごと,へとめり,しながら,のおどく,くすぶり,たらがぶ,すくめた
2,1,2,1,2,1,1,1,1,3,2,1,1,1,1,2,1,1,2,1,1,1,6,1,1,7,19,4,1,4,1,1,4,6,1,1,1,3,4,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,11,1,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,32,1,1,1,1
