クッキー,ワンピー,フラワー,コンポー,ツンデレ,ジューシー,パリハッ,シュークリ,ビシバシ,オンボロ,ジリスク,カチャカチ,カタコト,キンシッ,カリフラ,ガクブル
2,2,1,1,4,1,1,1,1,1,1,1,1,1,3,2
