バンザー,クルパー,ワンピー,チンピラ,クネスタ,デカブツ,パラスタ,パチクリ,クリスタ,パッチン,ガサゴソ,バシャバシ,ベロンベロ,ボンキュッ,マルキン,サラツヤ,キングス,ボードン,カチコチ,バンピー,カッチカ,ピークル,ハッキリ,スクリン,ポーカス,カチャカチ,モジャモジ,パークル,ゴードン,トンズラ,カッチリ
1,3,9,2,1,1,5,4,7,3,1,1,1,3,6,1,14,9,2,1,1,1,9,1,1,1,1,1,1,1,1
