ブラウン,ハッキリ
['\u3000重ねていえば、私は明るい髪色ではなく、この国でよく見かけるダークブラウンの髪と瞳なのだもの。皆さんが私を地味だと言うのは必然だわ。\n'],"['「それにしても、結構、物事をハッキリと言うんだね。少し驚いたよ。以前までは、おどおどとして、自信なさげだったのに」\n', '「貴方はずっと、自分を地味だと平凡だと言っていたけれど、私達にとったら世界一可愛い娘なのよ。優しくて、物事をハッキリと言う貴方はとても魅力的で自慢の娘なの。それを忘れないで」\n', '「全く、毎日毎日飽きもせず、お暇なのかしら。ですが、一度、ハッキリと申した方がよろしいかもしれないわね」\n', '「ただ、遠くからお姿を拝見しているだけで良かったのに、立場も考えずに馬鹿なことをしてしまいました。単純に盛り上がって、傷つく方がいらっしゃることに目を逸らしていたのです。ハッキリと拒絶するべきでした」\n']"
