クッキー,ジンジャー,カップル,スカウト,ポリシー,ツンデレ,コテンパン,ワクテカ,パチクリ,ワーバラ,スージー,クンドク,ワンポイ,リンブル,カーペッ,ガーデン,グラウン,ツルピカ,シーズン,ブラコン,コントロ,バリトン,シャンパン,ボーイソ,ブラウン
3,1,2,7,1,1,1,1,1,5,9,1,1,1,1,15,3,1,1,2,8,2,1,1,1
