パープル,シーズン,クッキー
['「昨日までお召しになられたドレスはパープルばかりですので、一着もございません」\n'],"['「婚約発表ではございますが、｜社交界《シーズン》初日でもありますので、ライムグリーンの色をお召しになるのが良いかと思います」\n', '｜社交界《シーズン》初日のドレスは婚約者がいる場合は男性から女性に贈られるのが慣例だ。\n', 'かなりの小国で貧乏だというのなら話は別だが、それなら｜社交界《シーズン》すらない。\n', 'ただし家の中に限ったことで｜社交界《シーズン》に着ていくのに、ふさわしい色ではない。\n', '｜社交界《シーズン》のルールも婚約発表のルールも完全に無視をしている婚約者への恨み言を呟く令嬢と、それに根気よく答えた侍女のやり取りは何とか終焉を迎えた。\n', '「隠れて第一王子が庶民の娘を王城に手引きするようになり、エスコートはしてくださいますが贈り物は一度もありませんでした。さすがに｜社交界《シーズン》に王家からのドレスを着ていないのはおかしいので別に仕立てさせていました」\n', '「そんな可愛いものじゃないわ。ドレスや宝石よ。｜社交界《シーズン》になるたびに新しいドレスを作らせてるじゃない。ドレス一枚で庶民が何年暮らせると思っているのですか！」\n', '「この｜社交界《シーズン》の始まりの良き日に我が息子の婚約発表をできることを感謝する。これからも貴族として、我が国を支えてくれることを願う。乾杯」\n']",['「まぁ手掴みはクッキーだけしかしたことがありませんわ」\n']
