かんばか,くっきー,しーずん,けたから,はっきり,うとする,ぐるしく,まるとこ,けたかっ,ちらから,わなかっ,ことから,うところ,もそうだ,しないそ,ぐらかさ,ことすら,とこぼさ,すること,するくら,しなかっ,いそうだ,かってく,しくする,ことばか,からこそ,ことにた,するぐら,ばったとこ,ひたすら,くること,がつけば,ぬくもり,しながら
1,2,1,1,1,2,1,1,1,1,4,3,4,3,1,1,2,1,11,1,5,1,1,2,2,3,1,1,1,2,1,1,1,1
