さわしく,いじめた,どしてか,つけてか,しくかっ,うとしな,からすれ,まるとこ,ひらから,まること,わんぴー,ぶつけら,まるきり,めたとこ,ことすら,すること,しなかっ,ちんちくり,からこん,からこそ,しくじり,はきちん,こんとろ,こともご,けたこと,しながら
1,1,1,1,1,1,2,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2
