デレスタ,ブースタ,カップル,プリズン,ワーバラ,コンクリ,チョコクッ,ワーアップ,スタグリ,スクワー,クダウン,ピッキン,フラフー,クラシッ,チョクチョン,プルキー,ハッキリ,ガサゴソ,ジャーハッ,パッチン,ピンポイ,コンゲー,クッキー,プラシー,コントロ,ブラブカ,クンビク,テクノロ,ドンピシ,トロピカ,ヌルゲー,チンピラ,パラシュー,ブルカス,ジンジャー,ザービー,ポージン,ピリオド,キューピッ,スーパー,ビーゲー,ムズアップ,ワンペッ,ハッピー,グラスレ,ワンツー,ハッシャリ,グスカー,ブーメラ
8,2,55,1,1,1,1,1,1,1,1,1,5,1,40,4,3,4,1,3,3,1,2,2,3,1,1,1,1,1,1,16,6,1,1,1,2,1,2,1,1,1,1,13,3,1,2,1,17
