プスピー,メチャクチャ
['\u3000ちなみにこの時点ですでにたかし君のトップスピードは時速800kmに達し、舞空術もマスターしている。'],['「算数のテストを取ってあるんだ。この先生のテスト問題メチャクチャおもしろいんやで！」']
