るんすか,こりごり,たらしー,うんちゃら,くすはー,わんばか,しなかっ,たっつー,すべきこ,まること,がつくだ,けたとこ,たっぷり,ひたすら,がさばき
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
