クスフン,ビーグル,カップル,エンジン,ドンパチ,ワイコン,キンボー,カーペッ,カチンコチン,パーカー,ツンデレ,パックス,リンドブ,タックル,プラトン,バリカン,チリンチリ,クッキー,シャンプー,ピンシャー,コンプリ,ブラドー,コントロ,サラフワ,ワンパン,ジャーキー,フラワー,カンドカ,ワンコロ,テクノロ,ワンジン,プラカー,キンカツ,リーンピー,マルチー,フワサラ,ジャングル,モサシー,ワンピー,ガラクタ,スーパー,ピーカー,キンキラ,ワーカー,バンザー,オンカッ,フードボ,ガリベン,スルプス,エンペラ,ワクチン
12,31,1,2,1,1,1,1,3,1,6,1,78,2,21,3,1,3,1,3,1,1,8,14,2,19,1,1,1,1,1,1,2,1,43,1,3,1,11,1,1,1,1,1,2,1,2,1,2,4,1
