ワンポイ,シーカー,チンプリン,ブラジャー,クリスタ,ビーメタ,キラリン,リンガー,キチクラ,ソロクリ,コンプリ,ブラボー,ジーパン,コントロ,ペッドボ,クルリン,カーペン,トロゲー,コンシュー,ブラコン,ピードス,キンブラ,ジャングル,ワンピー,バリスタ,キーボー,スイベン,トロオド,ハードボ,グスカー
2,6,3,5,11,1,1,1,1,2,3,2,1,3,1,1,1,2,1,1,3,15,2,24,15,13,5,2,3,1
