キラパラ,ペットボ,ハードス,キンシッ,エンジン,ゴーカー,キリバラ,ジンクス,スクワー,チョコドー,ポリシー,コンプラ,ワンシー,ドンブラ,ピンポイ,カタコト,バタフラ,シャンプー,プスピー,ポンコツ,ドタバタ,キーボー,スカウト,スーパー,ワイトボ,ピーカー,スーツケ
16,1,1,1,1,1,1,2,2,1,2,2,7,2,4,1,1,3,1,6,2,1,5,4,5,1,1
