キンシッ,ワーアップ,ハッキリ,ウキワク,クッキー,コントロ,クンビク,ズタボロ,ドンピシ,パチクリ,パーカッ,スーパー,グスカー
1,1,3,2,22,5,5,3,1,2,1,2,1
