ワーシー,ポーカー,ギスゴー,クスフン,ワンパタ,カップル,ブービー,ジンクス,パッチリ,カラクリ,ウンドシ,エングラ,ボーイソ,ハッキリ,ピンポイ,パリブル,コントロ,リングショ,メチャクチャ,ピーコッ,ガーデン,トンズラ,マザコン,シーズン,ピリオド,ガラクタ,ノタウロ,ムズアップ,コックス,キーワー
1,2,1,1,1,1,1,1,1,1,1,1,1,11,1,52,1,1,1,1,1,3,1,1,1,2,2,1,1,1
