キンシッ,ジンクス,カラクリ,リンピー,クッキー,ビシバシ,パックリ,ジャーキー,チンピラ,クラサク,チラクサ,ボンクラ,ワンピー,バシャバシ,スカウト,スーパー,キーワー,ブツクサ,ジューシー,グータラ
1,1,6,1,8,1,1,1,1,1,1,9,1,1,1,2,1,1,1,6
