ペットボ,キンシッ,ブラジャー,カップス,パーカー,ピンポー,ツンデレ,シャンプー,グラウン,シックス,パンチラ,ワンピー,スーパー,ビングダ
2,3,1,1,1,2,1,15,4,1,1,10,1,1
