シュークリ,キンシッ,ガタゴト,ワーバラ,キングタ,カッチカ,ヒーリン,ポタリポタ,ツンデレ,アーハッ,ハッキリ,チリンチリ,カンパク,クッキー,ポイズン,コンプリ,バンガー,ポンコツ,チンピラ,クンガク,チンワー,トンズラ,ボンクラ,ハッピー,トンチン,カンパー,ピンポン
3,1,3,1,1,1,21,1,3,26,2,1,2,10,34,3,28,2,1,1,1,1,2,1,1,2,1
