トロベリ,カップル,バキボキ,コテンパン,ブリザー,ハッキリ,プンスカ,ポツリポツ,コンプリ,グダグタ,ビシバシ,ブラブカ,ガクブル,スパイラ,バカワイ,チビデブ,ワンピー,トクチュー,ガンバリ,トロメリ
3,6,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1
