ワーカー
['\u3000本来ならば勇者の大敵。騎士の間では『骸の魔王』や『社畜の王』、『文官最終形態《アルティメットワーカー》』などと呼ばれる死霊……ワイト氏。聖霊の言う良くない物など、それしか無かった。']
