ぺらぺら,へとへと,ごそごそ,どんどん
['\u3000手渡されたふぁいるをぺらぺらとめくってみる。'],['\u3000夜が明けた後、俺も武井もへとへとであったが、武井の目は輝いていた。'],['\u3000お菓子でも出そうと台所でごそごそしている間に、感心なことに少年は机の上に宿題を広げていた。'],"['\u3000どんどん目を通していくと、時速3,000kmで走るばかりではなく、とらっくを引っ張って移動したり、びるを持ち上げたり、一秒間に3個の速度でりんごを潰したりして、とにかく人間離れした記述続いていく。']"
