するくら,かっぷる,くるから,わなかっ,ぐつもり,くっとく
['「勝ち誇ってんじゃ無いわよ！いけめんに会ったら、多少どきっとするくらいしょうが無いでしょ。女心は繊細なのよ。『えりるに相応しい男は俺だけだ！勇者なんかにえりるは渡さない！』ぐらい言いなさいよ！」'],['\u3000えりると俺は子供の頃からの付き合いで、村でも熱々のかっぷるとして有名だった。'],['「大丈夫。てきとーに勇者との仕事をぱぱっと終わらせて帰ってくるから、そしたら結婚しよう」'],['\u3000魔王が居もしないのに暇なことやってんな、としかその時の俺は思わなかった。'],['\u3000実家の小間物屋を継ぐつもりだったから、別に良いけど。'],['\u3000翌日、すっきりした顔で王都に旅立ったえりるは、勇者と王女様をさくっとくっつけて、仲人のご褒美に大金を貰ってあっさり村に帰ってきた。']
