プチフー,トロベリ,カップル,スクワー,バカワン,ビューパー,ブリザー,ヨロコン,カタコト,クッキー,チョコチッ,グラウン,ガクブル,グーパン,リーンゴーン,ワンピー,ハッピー,モゾウト,トンチン,コンサバ,ウキルン
1,2,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1
