ペットボ,スクカラ,ポーカー,シュークリ,カップル,コンクリ,ドンパチ,カップリン,バラガタ,ハッハー,カーペッ,ドタドタッ,チンゲー,パーカー,ツンデレ,コンパク,ベンジャー,カランカラ,ガチャガチ,ワクガチ,パッチン,クッキー,アップガチャ,オタマジ,キャッシャー,ジーパン,カップラ,ピーポー,グラウン,ガクブル,ポンコツ,ズブオタ,ニコキラ,ガーデン,ジンジャー,ニコシャリ,ピンクド,ピューヒュル,ワンピー,トクチュー,バチコン,バシャバシ,スカウト,スーパー,マジシャン,ハッピー,シャンパン,バタコン,コンクラ,ハードボ,チップス,ポロチョコ,ハラジュク,グスカー,スーツケ
12,2,1,8,4,1,1,1,1,1,3,1,7,5,7,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,7,1,1,13,1,1,1,1,25,1,1,1,2,5,1,2,1,1,1,2,7,2,1,3,1
