カランコロ,コンシー,カップル,キンシッ,ブラジャー,カップリン,スーハー,ジャーアプ,ジャンパー,コントロ,コンパッ,ポージン,ワンピー,ピークタ,プリクラ,ザータッ
1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1
