きしめた,くんかす,すいじゃん,じところ,するから,ごとふら,ぐらいじ,てくるん,うところ,かっぷる,しながら,きんしっ,うだから,しっかり
2,1,1,1,1,1,1,1,1,2,2,1,1,1
