のそばか,めたあー,がつきん,すること,しなかっ,はっきり,もそのし,からがん,ぱちくり,たらしく,ぶかのし,わんぴー,ぱっちり,わなかっ,ひたすら,くっきり,しっかり,だくくら,からあー,こっくり,くらあー
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
