でれいら,ぼそうと,うとする,もそもお,こっから,にこちら,しなかっ,はっきり,すること,ことから,くるくら,ことすら,なようだ,もりかっ,かったっ,わなかっ,ちらから
2,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2
