けたわい,てくるん,するわい,がらぺん,すること,はたきし
['\u3000一応は転移ができないように魔法でせきゅりてぃーがされているはずの王宮内部で平然と転移をやってのけたわいと氏にさほど驚いた様子もなく、王女様は切り出しました'],['「………なあ、なんで軍事同盟の会計が軍部じゃなくてこっちに回ってくるんだよ」'],['\u3000相も変わらず両手で複数の書類を整理するわいと氏。わいと氏は指揮系統的には文官長の部下ではなく、王女様の部下である。'],['\u3000そんな会計課で、十数人の男達が膨大な書類に向き合い、目の下に隈を溜めながらぺんと印鑑を振るうという異様な光景が繰り広げられていた。'],"['\u3000次に、魔法で召喚する死霊だ。資料室を死霊室と呼ばせるぐらいに召喚されている死霊は、資料の運搬やお茶汲みなどの雑務に精通しており、尚且つ疲労しないのでどこまでも酷使することができる。', '「これで、両国はますます繁栄することでしょう。それでは、誓いの口付けを」']",['\u3000たまらず叫んだ王子様に、わいと氏はたきしーどの胸ぽけっとから文官証を取り出して言いました。']
