ワンポイ,コンスカ,カップル,ペロリン,ブラジャー,パッチリ,パーカー,タックル,ハッキリ,ガサゴソ,プンスカ,ザートコ,カタコト,キーグラ,プルンプル,グーパン,ビーチチ,プラカー,パーカッ,スクドー,ワンフワ,ワンピー,キングサ,スカウト,スーパー,アーハー,ジューシー
4,1,2,1,15,1,2,1,4,1,1,5,1,1,2,1,2,1,1,2,1,3,1,3,1,9,1
