ポーカー,バンジー,カップル,オイチー,キンシッ,ブラウン,ツンデレ,ハッキリ,プンスカ,ピッチリ,ポツリポツ,クッキー,ニヤニタ,バリトン,ガクブル,ポンコツ,クンビク,ズタボロ,チンピラ,チラリチラ,ワンピー,バシャバシ,ムズアップ,ピーカー
1,1,3,1,2,2,2,2,1,1,2,7,1,2,1,1,1,2,1,1,4,2,12,1
