ポーカー,ワンパタ,カップル,キングタ,ウジャウジ,ワーアップ,クリスタ,ツンデレ,ハッキリ,プンスカ,アーグラ,シッカリ,ポツリポツ,ザックザク,ビシバシ,コントロ,メチャクチャ,スパイラ,フンドシ,マザコン,カタブツ,カッチリ,スカウト,ボカズラ,ボロカス
1,1,2,1,1,2,43,1,60,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1
