カーボン,ドスパー,クルワン,ブースタ,カップル,ピードタ,ジャンキー,ワーアップ,クリスタ,ウンドシ,フラフー,カンベン,ポリシー,コテンパン,ガチャガチ,スルキン,エントロ,ハッキリ,クルガー,ビショビシ,ピンヒー,ピンポイ,シッパシ,ポイズン,コンプリ,シーオン,クスカリ,コントロ,ピーポー,ムンクル,グンドン,ヨロシク,ビューンビュー,ドーピン,シックス,フラワー,ザーボー,ポンコツ,グルガン,テクノロ,ドンピシ,ガーデン,キーキャッ,パチクリ,パンチラ,ビーチラ,ピリオド,ワンピー,スカウト,スーパー,ノタウロ,ハッピー,キコモリ,キーワー,キャッスル,ブーメラ
1,1,1,26,2,1,2,2,1,1,5,1,2,1,6,1,2,2,1,1,1,1,1,1,2,1,3,1,1,15,3,2,1,1,1,5,3,1,44,1,1,6,15,1,1,1,2,6,1,1,1,2,2,5,1,2
