ピードタ,ズシンズシ,ヒラゴー,コンパク,ハッキリ,チリンチリ,オンボロ,コントロ,ムンクル,ガラクタ,カッチリ,スカウト,ハッピー,ウンチク
1,1,22,2,4,2,1,1,8,1,1,1,1,1
