ワーアップ,メラプラ,ハーピー,ポリシー,ガチャガチ,ピンヒー,パッチン,マルカン,ズタボロ,キーパー,ピンボー,シーズン,スラマル,ブラリン,ボコスカ,プラグイ,ブーメラ
2,1,1,1,1,1,1,1,1,4,5,44,2,1,1,36,1
