ドタウン,デコピン,カップル,キンシッ,パーキン,ピンポー,ツンデレ,クラシッ,コンピュー,コンプリ,ブラボー,コントロ,ガクブル,フラワー,ポンコツ,リンピッ,キーボー,カードキ,ワイドシ,スカウト,スーパー,ワイトボ,ムズアップ,ハッピー,スイベン
1,2,1,1,1,2,11,1,1,1,2,1,1,1,1,1,2,2,9,1,4,2,2,1,1
