ぶんぶんぐるぐる,どきどきわくわく,ひらひらくるくる,ばりばりもしゃもしゃ,びくびくぶるぶる,ぴょんぴょんぶらぶら,もじゃもじゃちくちく,ぬめぬめぺたぺた,つやつやてかてか,すべすべぷるぷる,うねうねもじもじ
1,1,1,1,1,1,1,1,3,1,1
