うだから,かったら,がんばり,ぶつかっ,くんから,すること,しなかっ,しなぐさ,きらいじ,づけてく,はたくさ,いそうだ,くんかっ,よろこん,うところ,だらおい,すごかっ,ふさがり,もたちか,のたしな,びらから
1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
