コンピュー,ドッキンドッキ,スッキリ,ハッピー,カップル,バッチリ,クッキー,スクラン,ニコヘラ,イラメー,トロベリ,バッドタ,ノータッ,ビシバシ,ブリザー
1,1,6,1,2,4,5,1,1,1,2,1,1,1,1
