ランカラ,スッキリ,ハラワタ,ノータッ
['カランカラン。\n'],"['スッキリした顔でトイレから出ると入り口の所に男が怖い顔で仁王立ちしていた。\n', 'オズワルドは先程とは違い、スッキリした顔で答える。\n', '「殴って殿下がスッキリしたらいいなと思いまして」\n', '言い負かした事でスッキリしたクリストファーは本当に隣国に申し入れるつもりなど無かったのだが、焦った姫側からこんな提案を持ち込んできた。\n']",['親友として幼い頃からこのマリーを見てきたエマとしては、今回の話にはハラワタが煮えくりかえる思いがした。爵位をもつご令嬢にも関わらず奢ったところもない、純粋で穏やかな性格に育ったこの幼馴染は、奔放な母親のせいでしなくてもいい苦労を散々してきた。\n'],['あれから護衛に調べさせた情報を宰相に突きつけ責めあげて洗いざらい喋らせた。あの小屋へマリー達を案内した後は、宰相はこの件にほぼノータッチのようだ。\n']
