ペットボ,コンピュー,コントロ,カップラ,ガタムシ,サングラ,ガッチリ,スカウト,ムシゴト,グッドサ,キロオー,キーパー,ガタドロ,キーボー,ブラコン,ヒーカッ,ワーバラ,キューコン,スクラン,スーパー,ガラクタ,テクノロ,サーチラ,オートロ,オートク,ゴキゲー,サンキュー,ゴキブリ,ムシドロ,ヘッドシ
1,1,13,15,39,3,1,2,2,1,1,1,6,6,5,1,1,1,1,1,2,3,7,1,1,351,2,187,13,1
