ハッキリ,ヒーメー,ノーブラ,クッキー,スーパー,ガラガラン,ガラクタ,メチャクチャ,ガッカリ,コンバッ,コンパク,ランドキ,ヘッドシ
1,1,1,4,14,1,1,2,1,5,1,1,3
