ぶよぶよ,ずるずる
['\u30002人がそこで見たものは……焼け爛れた皮膚を引きずり、ずるずると地面を這いずり回っている、赤黒い肉塊だった。1ｍ\uf87fほどもある、ぶよぶよとした巨大なぼーるの表面はささくれ立っており、土や砂が張り付いている。恐ろしいことに、”そいつら”はどうやら生きているらしく、表面に空いた細かい穴から呻き声を漏らしていた。肉塊はごとう達の前方に、ざっと見ただけで数十個は転がっていた。さらに恐ろしいことに、”そいつら”はごとう達C班を見つけると、まるで縋り付くように細長い管を表面から伸ばし、ゆっくりと彼らに近づいてきた。'],['\u30002人がそこで見たものは……焼け爛れた皮膚を引きずり、ずるずると地面を這いずり回っている、赤黒い肉塊だった。1ｍ\uf87fほどもある、ぶよぶよとした巨大なぼーるの表面はささくれ立っており、土や砂が張り付いている。恐ろしいことに、”そいつら”はどうやら生きているらしく、表面に空いた細かい穴から呻き声を漏らしていた。肉塊はごとう達の前方に、ざっと見ただけで数十個は転がっていた。さらに恐ろしいことに、”そいつら”はごとう達C班を見つけると、まるで縋り付くように細長い管を表面から伸ばし、ゆっくりと彼らに近づいてきた。']
