ペットボ,ハッキリ,スクワー,パートク,ギャースカ,コンカッ,スッキリ,フルスイ,スカウト,ハッピー,カップル,バッチリ,クッキー,サンプル,スーパー,コンチク,ジャーキー,バックス,ブーメラ,カチャカチ,パラベラ,コンバッ,ブラジャー,コンパク,タッフル,コンプリ,ムズアップ,ヘッドシ
3,3,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,4,1,1,1,1,2,1,1,2
