ペットボ,ズルフラ,カップラ,カップル,グチュグチ,スーパー,イラプス,ブラボー,ペットコ,バラクラ,ザーモジ,サンキュー,コンパク,グッドキ
1,1,1,2,1,6,1,1,1,2,1,2,1,1
