コンピュー,コントロ,キーワー,スカウト,カップル,スーパー,ランプリ,サーモグ,スクトッ,キロメー,ヒックッ,メチャクチャ,ビカメラ
1,2,1,5,1,4,1,2,1,6,1,1,7
