もわかっ,すっかり,かりだっ,すること,するきち,ことする,たらとっ,がったら,くすぐっ,ことだっ,うとしな,ことばっ,むかつい,がらてく,すっごく,うようだ,さんめちゃ,がしてく,ぐちゃぐち,ばっかり,にこちら,くらいじ,はっきり,うだから,しながら,すごかっ,とってか,ことがさ,がらもそ,こともそ,こちきょろ,もそうし,くださっ,からどき,ばっさば,かったっ,からかっ,からのこ,ほっぺた,ずかしく,たらひら,よろしく,ばしてく,たらきら,さってく,どきする,さっぱり,とこうし,うしたら,つけたら,さんだっ,ころから,しなかっ,にやしな,うきする,ころだっ,こしたか,とこちら,べたかっ,がらぎゅっ,さんがく,しわざわ,わなかっ,ふわのし,ことはた,いそうだ,はたくさ,うしてく,しゃってか,びくつか,さんがつ,びしばし,うとする,わたする,だったじ,さんのた,たらしく,がらもり,かすごく,しくする,さんのそ,ふかだっ,もそこそ,ぽつつい,かったら,さんから,もやめた,けたしね,さんはき,きりほっ,するから,けたこと,だったか,ついにや,わくしな,だったら,からもこ,うともそ,くっきり,めたこと,ずっとこ,ばっかさ,ふわする,けたぐら,からさっ,ことしな,めちゃくちゃ,さんくら,だらしな,さんもそ,するくら,もわから,もりだっ,かってく,さんのこ,からのそ,とっくに,わしかっ,からにや,からそわ,かったか,がぶつか
2,4,1,6,1,1,1,1,1,11,1,1,3,1,3,1,1,1,1,1,2,1,1,2,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,2,1,1,1,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,2,2,4,1,1,1,1,1,4,1,3,1,3,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,5,1,1,3,2,1,1,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,4,1,1,1,1,1,10,5
