よたよた,ぬけぬけ,ぶつぶつ,おどおど,じりじり,そろそろ,びりびり
['ぶつぶつと独り言を呟いていたのを隙と見たのか、よたよたと近づいてくる死者が、つと、剣先を向けられ、びくり、と立ち止まった。\n'],['いっそぬけぬけと言い放つ女狐にあれさんどらは激昂した。\n'],['ぶつぶつと独り言を呟いていたのを隙と見たのか、よたよたと近づいてくる死者が、つと、剣先を向けられ、びくり、と立ち止まった。\n'],['裏返った声と、おどおどと逸らされた視線にあれさんどらは己の心が冷えていくのを感じた。\n'],['じりじりと打つ手なく死者に飲み込まれるなど、ごめん被る。\n'],"['そろそろ彼女のたーんです\n', '「そろそろ、限界、ね」\n', '「あたしも、そろそろ靴のひーるが限界ね」\n', '「まあ、いいわ。それでもね、そろそろ剣を換えたいのは本当よ。このなまくら剣、いつ折れてもおかしくないもの」\n']",['自棄になったのか、ろんぐすかーとの脇をびりびりと破き、機動性を確保したそふぃーがあれさんどらに大きく吠えた。\n']
