スッキリ,キーワー,クッキー,オードブ
['\u3000大声を出すと少しスッキリした。抜けた力そのままに、いつもの椅子に深く座り込んで、テーブルに突っ伏す。錆びた金属の香りが鼻腔を掠めたが、それはそれで不快ではなかった。\n'],['\u3000ちょっと格好にこだわろうとした人はわかるだろう、お洒落というのは自分の素材をその方向にあった風に飾り立てる事が重要だ。それが学院でお洒落をする場合、キーワードになるのは地味さと清純さ。その条件下で、学院に在籍する子女達に示しが付くくらいの美しさを演出するハードルは非常に高い。\n'],['「どうかしら、今日のクッキーは。カカオの産地が変わったそうで、少し苦味も甘みも増しているはずなのですが」\n'],"['「どれも美味いぞ。明日の緊張云々はさて置き、飯は期待して間違いない。確か｜子羊《ラム》が好物と言ってたよな？お任せでも｜突き出し《アミューズ》か｜前菜《オードブル》か、どちらかにカルパッチョみたいなものが出たはずで」\n', '\u3000｜前菜《オードブル》はキットの言っていた通り、｜子羊《ラム》のカルパッチョだった。\n']"
