ペットボ,タタタッ,フルバッ,サバゲー,ガランガラ,ズームカ,ブルドー,ムシチュー,スッキリ,ピコグラ,ダックス,チョココン,クッキー,スーパー,カパワー,フルオー,ジャーキー,オートロ,バックス,ガササッ,ガチャガチ,ゴキブリ,コンパク,ビシバシ,ガチャガタ,ヘッドシ
6,2,16,1,1,1,1,1,1,1,1,1,1,5,1,26,1,1,1,1,4,2,2,1,1,2
