ビリビリ,オドオド,ジリジリ
['自棄になったのか、ロングスカートの脇をビリビリと破き、機動性を確保したソフィーがアレサンドラに大きく吠えた。\n'],['裏返った声と、オドオドと逸らされた視線にアレサンドラは己の心が冷えていくのを感じた。\n'],['ジリジリと打つ手なく死者に飲み込まれるなど、ごめん被る。\n']
