コンコン,サクサク
['\u3000室内をうろうろ歩き回っていると、コンコンと戸を叩かれた。思わずびくっとし、扉に近づいて、のぞき穴から外を見る。もしや追っ手では、とどきどきしてしまったが、そこにいたのは眼鏡をかけた１２、３歳くらいの少年で、手にたくさんの紙の束を抱えていた。\n'],['\u3000味見がてら、熱々のチョコレートパイを一口食べて、ミントティーをすする。飲んだ瞬間、口から鼻へすーと抜けるような清涼感が、濃厚なチョコレートと混じり合って、たまらない。あまり上品とはいえないかもしれないけれど、パイをミントティーに少し浸して食べてもおいしい。サクサクとした触感がしっとりし、生地に練り込まれたチョコレートがまろやかな味に変化する。\n']
