すっかり,らんもそ,いがこう,かりだっ,はっこう,とぼりゅー,くようだ,もそちら,けたとこ,こりごり,はたじろ,ぱっとこ,うようだ,がしてく,にこちら,つかばく,からよろ,めたとこ,はっきり,うだから,しながら,すっきり,けたから,にたくさ,ぶつくさ,くださっ,からこう,かったっ,こうから,よろしく,すごくい,おいくら,がらぽつ,さっそく,もこちら,さっぱり,つけてく,もそうだ,するぱー,がたくさ,くつかつ,うしたら,そわする,つけたら,さんだっ,しなかっ,にやしな,ゆるふわ,ちらのび,からむか,ころだっ,たらきり,とこちら,からきり,さったら,がばくす,いがきり,わなかっ,もそうら,からこん,うとがっ,いそうだ,すごくさ,わなくちゃ,はたくさ,つけたか,がってく,うとする,しとする,からさら,ぶらしと,すくめた,ばっちり,かったら,さんから,うとわく,うときり,さんはき,ふさわし,だったか,なみにこ,だったら,びりこち,うようと,どばくす,からずっ,だらしな,からかぱ,くつもり,からする,ぐらかさ,もたくさ,あはほっ,しくすら,たっぷり,からこち,がっかり,わくする,ついめー,うところ,しゃってく,かったか,がぶつか
1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,2,1,1,4,1,15,2,1,3,1,5,4,3,3,5,1,1,1,5,2,2,3,1,1,2,1,3,1,1,1,4,1,1,1,1,2,1,3,1,1,6,1,3,1,1,1,1,1,1,2,1,1,4,1,2,1,2,1,3,2,2,1,1,1,5,1,3,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,3,4,10,1
