ペットボ,サーカス,カラコン,ムググッ,タタタッ,トーボー,ピチャピチ,サバゲー,ガランガラ,サングラ,ヘッドロ,プリザー,フルスイ,ガリチビ,カララン,ブラウザ,ノーコン,フラワー,グラサン,サンプル,スーパー,ガラクタ,スーツケ,チビガリ,ブラジャー,サンキュー,ゴキブリ
1,1,1,1,1,1,1,1,2,3,2,2,1,16,1,1,1,3,37,1,4,1,3,1,3,1,4
