ぬらぬら,てらてら,ぎりぎり,ざわざわ,ふわふわ
['はみでた腸がぬらぬらと日光を浴びて妖しく輝く。眼窩から零れ落ちた眼球が、我が身に降りかかった突然の理不尽を恨むように瞳を濁らせていた。\n'],['\u3000踏み潰したのは、てらてら輝く人間の腸だった。\n'],['\u3000口元を血に染めた感染者数体がこっちを見る。ぎょろりと充血した瞳の数は十。一体倒すのもぎりぎりなのに、感染者の数は五体。あれほどの身体能力を持つ奴らに一斉に襲い掛かられれば勝機はぜろに等しい。それに加え感染経路が分からない以上、不用意に近づくだけで感染するかもわからない。当然助けてくれる者もいない。客観的に見ても俺が生きてここから脱出するのは絶望的だった。\n'],['\u3000急に心がざわざわと落ち着かなくなり、視界が真っ赤に染まる。\n'],['\u3000講師の声に、ふわふわと辺りを漂っていた俺の意識は急に現実に引き寄せられた。\n']
