カタブツ,パッカリ
['「なによお、あんたが望んだんじゃないのオ！！\u3000あんな醜いカタブツは嫌いだってえ！」\n'],['\u3000宰相はパッカリと口を開けた。手に持っていた書類がばさばさと床に落ちるが気にもならない。\n']
