ガクラン,コンラン,ハッキリ,スカウト,カップル,クスサン,コンクー,キーボー,ワタシワ,ヨロシク,パーチク,クッキー,マゴサン,テクノロ,オードブ,ウトプッ,カラフル,グータラ,グチャグチ,ポッキー,ガッカリ,コンスー,クスピー,タッパー,ピーチク,ドロポテ,トップス,コンプリ,コンサー
1,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,4,5,1,1,1,5,1,5,1,2,1
