プルプル,ガタガタ
"['\u3000こんにゃくのプルプルで濃厚な味わいに悶絶し、ちくわの芳醇な甘さに失神しそうになる。', '\u3000いきなりお猪口を持つ手がプルプル震えはじめ、身体の言うことがきかなくなってきた。']",['\u3000ガタガタと震えながらオレは逃げ出そうとした。']
