ことがた,もわかっ,かりだっ,すること,びかけた,ことだっ,うとしな,たっくさ,すっごく,しながら,すっきり,にたくさ,かったた,よろしく,つけてく,あはころ,もそうだ,がたくさ,からきち,しなかっ,けたかっ,てかかっ,からこそ,ぴかから,おいてく,げたこと,あはばら,わなかっ,ひたすら,いそうだ,わないじ,はたくさ,うよしな,うとする,からさら,たらしく,すくめた,ふさわし,するから,わたしね,だったか,だったら,くっきー,かってか,ことすら,からさっ,もわかり,すくする,たっぷり,からつい,うところ,かったか
1,2,1,9,1,5,1,1,1,1,2,1,1,2,1,1,1,3,1,10,1,1,2,1,1,1,1,2,1,1,1,2,1,3,1,1,1,3,2,1,8,2,2,1,1,1,1,1,2,1,1,3
