クスフル,ハッキリ,ランカラ,ゲームク,コンクー,バッチリ,スーパー,メチャクチャ,サッパリ,バラクラ,コンパク,トップス,ドタバタ
1,5,1,6,5,3,3,3,1,1,1,1,1
