すっかり,するしゃー,だったっ,するとー,うとしな,のささや,ころうと,ばっかり,しながら,からだっ,しくしな,ずかしく,のたたか,ちらこち,からのし,ぶりから,もそうだ,しばかり,からしゃー,さんだっ,しなかっ,のさぼり,がらにこ,もやしゃー,わーどか,からこそ,くにこん,げーむく,わなかっ,しないが,からはた,こんぴゅー,ひたすら,うととー,さんぷる,いそうだ,うとする,さばげー,たぷさん,めーじと,がらたぷ,げたたぷ,だったか,だったら,からもこ,はたどた,くつもり,じたばた,もりだっ,からする,はたから,とっぷく,ひーくら,かちゃかち,とっくに,ちらつか,うところ,かったか
1,1,1,1,1,1,3,3,17,1,1,1,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,2,1,1,6
