ケラケラ,パチパチ,バラバラ,ガサガサ,バクバク,ケタケタ,ゴリゴリ,ポロポロ,タタタタ,コソコソ,フラフラ,ウトウト,スースー,ダラダラ,ギリギリ,ポツポツ,ニヤニヤ
['それを見て、リョウがケラケラと笑いだし、つられて少し笑ってしまう。\n'],"['パチパチと火が燃える音の中に、ユカリさんの声が聞こえる。\n', '焚火がパチパチと音を立て、廃墟の周りに風が吹いている。\n']",['まとまりを失い、皆がバラバラに行動することを避けたい。\n'],['ガサガサと正面に大きな音がして、緑色の顔に金の瞳が現れる。\n'],['耳の中で、心臓の音が『バクバク』と大きな音をたてている。\n'],['痛がるとケタケタと笑う。\n'],['大型種は、手近に居る同族を掴むとそのままゴリゴリと噛み砕いている。\n'],['頭が揺れて、涙がポロポロと零れてしまう。\n'],"['タタタタンッ\u3000タタタタタンッ\n', 'タタタタンッ\u3000タタタタタンッ\n']",['リョウにコソコソと聞いてみる。\n'],"['先程も反応を示さず、そのままフラフラと駅の町へ向かっている。\n', '私はフラフラとしながら、初めて立ち上げた町に戻ろうとしていた。\n', '雨の中をフラフラと進む、鉛色の人型・・。\n', '相手は気が付かぬように、フラフラと歩いている。\n']",['疲れてウトウトと、していたようだ。\n'],['スースーと小さな寝息をたててユカリが眠っている。\n'],['汗が額からダラダラと流れ、体からは湯気が立っている。\n'],"['追加で得た魚や森の木の実を足すと、移民たちの分を含め、ギリギリ冬を越せそうである。\n', 'いつもギリギリの選択肢の中を駆け抜けてきた。\n']",['リョウは何から答えたものかと悩み、それからポツポツと説明をしだす。\n'],['ユカリは、ニヤニヤしている二人の顔を眺めて思う。\n']
